web-scraper-order,web-scraper-start-url,link2,link2-href,name,degree,speciality,price,verified,yearsofexp,region
1695138025-30,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. N.S Santhosh,https://www.practo.com/bangalore/doctor/dr-n-s-santosh?practice_id=1102131&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=a731c402-42fd-4352-805d-b51794240921,Dr. N.S Santhosh,"MBBS, DNB - Neurology",Neurologist,₹ 700,Medical Registration Verified,21 Years Experience Overall  (9 years as specialist),Whitefield
1695138037-31,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Avinash K M,https://www.practo.com/bangalore/doctor/dr-avinash-k-m-neurosurgeon1?practice_id=637575&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=a731c402-42fd-4352-805d-b51794240921,Dr. Avinash K M,"MBBS, MS - General Surgery, MRCS (UK), MCh - Neuro Surgery","Neurosurgeon,","₹ 1,090",Medical Registration Verified,16 Years Experience Overall  (13 years as specialist),Rajajinagar
1695138047-32,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Jagdish Chattnalli,https://www.practo.com/bangalore/doctor/jagdish-chattnalli-neurologist?practice_id=700041&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=a731c402-42fd-4352-805d-b51794240921,Dr. Jagdish Chattnalli,"DNB - Neurosurgery, MBBS","Neurosurgeon,",₹ 600,Medical Registration Verified,23 Years Experience Overall  (17 years as specialist),Yeshwanthpur
1695138058-33,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Shakthi K J S,https://www.practo.com/bangalore/doctor/shakthi-k-j-s-neurologist-1?practice_id=930035&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=a731c402-42fd-4352-805d-b51794240921,Dr. Shakthi K J S,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,₹ 800,Medical Registration Verified,14 Years Experience Overall  (4 years as specialist),Kammanahalli
1695138069-34,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. B K Madhusudhan,https://www.practo.com/bangalore/doctor/madhusudhan-b-k-neurologist?practice_id=930035&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=a731c402-42fd-4352-805d-b51794240921,Dr. B K Madhusudhan,"DM - Neurology, MBBS, MD - General Medicine",Neurologist,₹ 800,Medical Registration Verified,20 Years Experience Overall  (8 years as specialist),Seshadripuram
1695138091-35,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Joshy E V,https://www.practo.com/bangalore/doctor/dr-joshy-e-v-neurologist?practice_id=1124584&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=dadff14b-21fa-484e-9d1a-d71f6248cae5,Dr. Joshy E V,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,"₹ 1,500",Medical Registration Verified,44 Years Experience Overall  (36 years as specialist),Rajajinagar
1695138102-36,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. R. Srinivasa,https://www.practo.com/bangalore/doctor/dr-r-srinivasa-neurologist-2?practice_id=1146253&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=dadff14b-21fa-484e-9d1a-d71f6248cae5,Dr. R. Srinivasa,"MBBS, MD - Medicine, DM - Neurology",Neurologist,"₹ 1,000",Medical Registration Verified,45 Years Experience Overall  (42 years as specialist),Malleswaram
1695138114-37,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Keni Ravish Rajiv,https://www.practo.com/bangalore/doctor/dr-keni-ravish-rajiv-neurologist?practice_id=1319951&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=dadff14b-21fa-484e-9d1a-d71f6248cae5,Dr. Keni Ravish Rajiv,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,₹ 900,Medical Registration Verified,15 Years Experience Overall  (6 years as specialist),J P Nagar
1695138124-38,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Rahul Reddy,https://www.practo.com/bangalore/doctor/dr-rahul-reddy-6-neurologist?practice_id=1150043&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=dadff14b-21fa-484e-9d1a-d71f6248cae5,Dr. Rahul Reddy,"MBBS, DNB - General Medicine, DM - Neurology",Neurologist,₹ 800,Medical Registration Verified,14 Years Experience Overall  (2 years as specialist),Electonic city
1695138135-39,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Sowmya. M,https://www.practo.com/bangalore/doctor/dr-sowmya-m-neurologist-1?practice_id=1319951&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=dadff14b-21fa-484e-9d1a-d71f6248cae5,Dr. Sowmya. M,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,"₹ 1,000",Medical Registration Verified,18 Years Experience Overall  (6 years as specialist),J P Nagar
1695138146-40,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Manpreet Singh Banga,https://www.practo.com/bangalore/doctor/dr-manpreet-singh-banga-neurosurgeon?practice_id=1407429&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=dadff14b-21fa-484e-9d1a-d71f6248cae5,Dr. Manpreet Singh Banga,"MS - General Surgery, MCh - Neuro Surgery, MBBS","Neurosurgeon,",₹ 750,Medical Registration Verified,9 Years Experience Overall  (6 years as specialist),Sarjapura
1695138157-41,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Aniruddh T Jagannath,https://www.practo.com/bangalore/doctor/dr-anirudh-10-neurologist?practice_id=1319951&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=dadff14b-21fa-484e-9d1a-d71f6248cae5,Dr. Aniruddh T Jagannath,"MCh - Neuro Surgery, MBBS","Neurologist,",₹ 800,Medical Registration Verified,20 Years Experience Overall  (13 years as specialist),J P Nagar
1695138168-42,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Saravanan,https://www.practo.com/bangalore/doctor/dr-saravanan-19-neurologist?practice_id=853078&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=dadff14b-21fa-484e-9d1a-d71f6248cae5,Dr. Saravanan,"MBBS, DM - Neurology, MD - General Medicine",Neurologist,₹ 800,Medical Registration Verified,16 Years Experience Overall  (10 years as specialist),Jayanagar
1695138179-43,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. J B Agadi,https://www.practo.com/bangalore/doctor/dr-j-b-agadi-neurologist?practice_id=1055989&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=dadff14b-21fa-484e-9d1a-d71f6248cae5,Dr. J B Agadi,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,₹ 740,Medical Registration Verified,45 Years Experience Overall  (30 years as specialist),Seshadripuram
1695138190-44,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Praveen Sharma,https://www.practo.com/bangalore/doctor/dr-praveen-sharma-1-ear-nose-throat-ent-specialist?practice_id=712236&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=dadff14b-21fa-484e-9d1a-d71f6248cae5,Dr. Praveen Sharma,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,₹ 750,Medical Registration Verified,10 Years Experience Overall  (2 years as specialist),Sarjapura
1695138213-45,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Abdul Aziz Riyaz,https://www.practo.com/bangalore/doctor/abdul-aziz-riyaz-neurosurgeon?practice_id=1247778&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=29b1e8e5-74e7-4287-88fd-e60c583e5608,Dr. Abdul Aziz Riyaz,"MBBS, MS - General Surgery, MCh - Neuro Surgery","Neurosurgeon,",₹ 800,Medical Registration Verified,11 Years Experience Overall  (4 years as specialist),Whitefield
1695138223-46,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Surbhi Chaturvedi,https://www.practo.com/bangalore/doctor/dr-surbhi-chaturvedi-neurologist?practice_id=636836&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=29b1e8e5-74e7-4287-88fd-e60c583e5608,Dr. Surbhi Chaturvedi,"DM - Neurology, MD - General Medicine, MBBS",Neurologist,₹ 800,Medical Registration Verified,12 Years Experience Overall  (4 years as specialist),Ashokanagar
1695138234-47,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. B.Nataraju,https://www.practo.com/bangalore/doctor/dr-b-nataraju-neurologist?practice_id=702709&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=29b1e8e5-74e7-4287-88fd-e60c583e5608,Dr. B.Nataraju,"MBBS, DM - Neurology",Neurologist,"₹ 1,000",Medical Registration Verified,48 Years Experience Overall  (30 years as specialist),Koramangla
1695138246-48,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Amit Kulkarni,https://www.practo.com/bangalore/doctor/dr-amit-kulkarni-1-neurologist?practice_id=1168814&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=29b1e8e5-74e7-4287-88fd-e60c583e5608,Dr. Amit Kulkarni,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,₹ 700,Medical Registration Verified,19 Years Experience Overall  (9 years as specialist),Banashankari
1695138256-49,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Santhosh H,https://www.practo.com/bangalore/doctor/santhosh-h-neurologist?practice_id=776696&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=29b1e8e5-74e7-4287-88fd-e60c583e5608,Dr. Santhosh H,"MBBS, MD - Pediatrics, DM - Neurology",Neurologist,"₹ 1,000",Medical Registration Verified,15 Years Experience Overall  (4 years as specialist),Kalyan Nagar
1695138267-50,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Nikhil C Hiremath,https://www.practo.com/bangalore/doctor/dr-nikhil-c-hiremath-neurologist?practice_id=918580&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=29b1e8e5-74e7-4287-88fd-e60c583e5608,Dr. Nikhil C Hiremath,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,₹ 850,Medical Registration Verified,14 Years Experience Overall  (4 years as specialist),Yeshwanthpur
1695138278-51,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Karthik Nagaraj,https://www.practo.com/bangalore/doctor/dr-karthik-n-neurologist-ear-nose-throat-ent-specialist?practice_id=728755&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=29b1e8e5-74e7-4287-88fd-e60c583e5608,Dr. Karthik Nagaraj,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,"₹ 1,000",Medical Registration Verified,19 Years Experience Overall  (10 years as specialist),Bomannahalli
1695138290-52,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Pramod M N,https://www.practo.com/bangalore/doctor/dr-pramod-m-n-neurologist-1?practice_id=1055989&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=29b1e8e5-74e7-4287-88fd-e60c583e5608,Dr. Pramod M N,"MBBS, DM - Neurology",Neurologist,₹ 740,Medical Registration Verified,21 Years Experience Overall  (13 years as specialist),Bannerghatta
1695138301-53,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Sunil V Furtado,https://www.practo.com/bangalore/doctor/dr-sunil-v-furtado?practice_id=1279670&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=29b1e8e5-74e7-4287-88fd-e60c583e5608,Dr. Sunil V Furtado,"MBBS, MS - General Surgery, MCh - Neuro Surgery, DNB - Neurosurgery","Neurologist,",₹ 700,Medical Registration Verified,23 Years Experience Overall  (17 years as specialist),Sarjapura
1695138312-54,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Sanjiv C C,https://www.practo.com/bangalore/doctor/dr-sanjiv-neurologist?practice_id=711641&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=29b1e8e5-74e7-4287-88fd-e60c583e5608,Dr. Sanjiv C C,"MBBS, DM - Neurology",Neurologist,₹ 800,Medical Registration Verified,33 Years Experience Overall  (26 years as specialist),Banashankari
1695138334-55,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Advait Kulkarni,https://www.practo.com/bangalore/doctor/dr-advait-kulkarni-1-neurologist-1?practice_id=1172640&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=c1630ad2-8869-403e-8ab1-185a27c8086b,Dr. Advait Kulkarni,"DM - Neurology, MBBS",Neurologist,"₹ 1,200",Medical Registration Verified,15 Years Experience Overall  (7 years as specialist),J P Nagar
1695138346-56,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Rajesh K N,https://www.practo.com/bangalore/doctor/dr-rajesh-k-n-neurologist?practice_id=1276829&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=c1630ad2-8869-403e-8ab1-185a27c8086b,Dr. Rajesh K N,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,₹ 800,Medical Registration Verified,21 Years Experience Overall,Seshadripuram
1695138355-57,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Akshay Hari,https://www.practo.com/bangalore/doctor/akshay-hari-neurosurgeon-neurosurgeon?practice_id=1146253&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=c1630ad2-8869-403e-8ab1-185a27c8086b,Dr. Akshay Hari,"DNB - Neurosurgery, MBBS","Neurosurgeon,","₹ 1,000",Medical Registration Verified,13 Years Experience Overall  (8 years as specialist),Whitefield
1695138367-58,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Sunil Buddappa,https://www.practo.com/bangalore/doctor/dr-sunil-buddappa-neurosurgeon?practice_id=667644&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=c1630ad2-8869-403e-8ab1-185a27c8086b,Dr. Sunil Buddappa,"MBBS, MS - General Surgery, MCh - Neuro Surgery","Neurosurgeon,","₹ 1,300",Medical Registration Verified,13 Years Experience Overall  (4 years as specialist),Indiranagar
1695138377-59,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Ganesh K Murthy,https://www.practo.com/bangalore/doctor/ganesh-k-murthy-neurosurgeon?practice_id=814706&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=c1630ad2-8869-403e-8ab1-185a27c8086b,Dr. Ganesh K Murthy,"MBBS, MS - General Surgery, MCh - Neuro Surgery","Neurosurgeon,","₹ 1,000",Medical Registration Verified,33 Years Experience Overall  (24 years as specialist),Jayanagar
1695138389-60,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Anuradha H K,https://www.practo.com/bangalore/doctor/dr-anuradha-h-k-neurologist?practice_id=1146253&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=c1630ad2-8869-403e-8ab1-185a27c8086b,Dr. Anuradha H K,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,"₹ 1,000",Medical Registration Verified,22 Years Experience Overall  (12 years as specialist),Hebbal
1695138401-61,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Lokesh B,https://www.practo.com/bangalore/doctor/dr-lokesh-b-neurologist?practice_id=1146253&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=c1630ad2-8869-403e-8ab1-185a27c8086b,Dr. Lokesh B,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,"₹ 1,000",Medical Registration Verified,26 Years Experience Overall  (18 years as specialist),Hebbal
1695138412-62,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Deepak Somasundar,https://www.practo.com/bangalore/doctor/deepak-somasundar-neurosurgeon?practice_id=1306146&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=c1630ad2-8869-403e-8ab1-185a27c8086b,Dr. Deepak Somasundar,"MBBS, MS - General Surgery, DNB - Neurosurgery","Neurosurgeon,",₹ 800,Medical Registration Verified,14 Years Experience Overall  (5 years as specialist),Whitefield
1695138423-63,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Ravishankar Reddy C. R.,https://www.practo.com/bangalore/doctor/dr-ravishankar-reddy-c-r-diabetologist?practice_id=659126&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=c1630ad2-8869-403e-8ab1-185a27c8086b,Dr. Ravishankar Reddy C. R.,"MBBS, MD - General Medicine, DNB - Neurology","Neurologist,","₹ 1,000",Medical Registration Verified,30 Years Experience Overall  (15 years as specialist),Koramangla
1695138433-64,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Sandeep B V,https://www.practo.com/bangalore/doctor/dr-sandeep-b-v-neurologist?practice_id=1407429&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=c1630ad2-8869-403e-8ab1-185a27c8086b,Dr. Sandeep B V,"MBBS, MS - General Surgery, MCh - Neuro Surgery","Neurosurgeon,",₹ 750,Medical Registration Verified,15 Years Experience Overall  (6 years as specialist),Sarjapura
1695138445-65,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Advait Kulkarni,https://www.practo.com/bangalore/doctor/dr-advait-kulkarni-1-neurologist-1?practice_id=1172640&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=8dba04a3-9fca-41a2-9ed6-637748249fdf,Dr. Advait Kulkarni,"DM - Neurology, MBBS",Neurologist,"₹ 1,200",Medical Registration Verified,15 Years Experience Overall  (7 years as specialist),Marathahalli
1695138455-66,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Rajesh K N,https://www.practo.com/bangalore/doctor/dr-rajesh-k-n-neurologist?practice_id=1276829&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=8dba04a3-9fca-41a2-9ed6-637748249fdf,Dr. Rajesh K N,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,₹ 800,Medical Registration Verified,21 Years Experience Overall,Ashokanagar
1695138467-67,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Akshay Hari,https://www.practo.com/bangalore/doctor/akshay-hari-neurosurgeon-neurosurgeon?practice_id=1146253&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=8dba04a3-9fca-41a2-9ed6-637748249fdf,Dr. Akshay Hari,"DNB - Neurosurgery, MBBS","Neurosurgeon,","₹ 1,000",Medical Registration Verified,13 Years Experience Overall  (8 years as specialist),Whitefield
1695138478-68,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Sunil Buddappa,https://www.practo.com/bangalore/doctor/dr-sunil-buddappa-neurosurgeon?practice_id=667644&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=8dba04a3-9fca-41a2-9ed6-637748249fdf,Dr. Sunil Buddappa,"MBBS, MS - General Surgery, MCh - Neuro Surgery","Neurosurgeon,","₹ 1,300",Medical Registration Verified,13 Years Experience Overall  (4 years as specialist),Indiranagar
1695138489-69,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Ganesh K Murthy,https://www.practo.com/bangalore/doctor/ganesh-k-murthy-neurosurgeon?practice_id=814706&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=8dba04a3-9fca-41a2-9ed6-637748249fdf,Dr. Ganesh K Murthy,"MBBS, MS - General Surgery, MCh - Neuro Surgery","Neurosurgeon,","₹ 1,000",Medical Registration Verified,33 Years Experience Overall  (24 years as specialist),Jayanagar
1695138501-70,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Anuradha H K,https://www.practo.com/bangalore/doctor/dr-anuradha-h-k-neurologist?practice_id=1146253&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=8dba04a3-9fca-41a2-9ed6-637748249fdf,Dr. Anuradha H K,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,"₹ 1,000",Medical Registration Verified,22 Years Experience Overall  (12 years as specialist),Hebbal
1695138510-71,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Lokesh B,https://www.practo.com/bangalore/doctor/dr-lokesh-b-neurologist?practice_id=1146253&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=8dba04a3-9fca-41a2-9ed6-637748249fdf,Dr. Lokesh B,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,"₹ 1,000",Medical Registration Verified,26 Years Experience Overall  (18 years as specialist),Hebbal
1695138521-72,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Deepak Somasundar,https://www.practo.com/bangalore/doctor/deepak-somasundar-neurosurgeon?practice_id=1306146&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=8dba04a3-9fca-41a2-9ed6-637748249fdf,Dr. Deepak Somasundar,"MBBS, MS - General Surgery, DNB - Neurosurgery","Neurosurgeon,",₹ 800,Medical Registration Verified,14 Years Experience Overall  (5 years as specialist),Whitefield
1695138532-73,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Ravishankar Reddy C. R.,https://www.practo.com/bangalore/doctor/dr-ravishankar-reddy-c-r-diabetologist?practice_id=659126&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=8dba04a3-9fca-41a2-9ed6-637748249fdf,Dr. Ravishankar Reddy C. R.,"MBBS, MD - General Medicine, DNB - Neurology","Neurologist,","₹ 1,000",Medical Registration Verified,30 Years Experience Overall  (15 years as specialist),Koramangla
1695138543-74,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Sandeep B V,https://www.practo.com/bangalore/doctor/dr-sandeep-b-v-neurologist?practice_id=1407429&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=8dba04a3-9fca-41a2-9ed6-637748249fdf,Dr. Sandeep B V,"MBBS, MS - General Surgery, MCh - Neuro Surgery","Neurosurgeon,",₹ 750,Medical Registration Verified,15 Years Experience Overall  (6 years as specialist),Sarjapura
